歌曲名,时长,作者,专辑
Strawberries & Cigarettes,3:21,Troye Sivan,"Love, Simon (Original Motion Picture Soundtrack)"
Drive,3:16,Oh Wonder,Drive
Fall,3:25,D!avolo,Fall
I’m So Sorry,3:50,Imagine Dragons,Smoke + Mirrors (Deluxe)
Reforget,3:51,Lauv,Lost in the Light
Girls Like You-童音版,3:17,三位小萌娃,抖音栏目
Won't Back Down (Boehm Remix),4:41,Boehm,Won't Back Down (Boehm Remix)
The Middle,3:4,Zedd,The Middle
Best of 2012: Payphone/Call Me Maybe/Wide Awake/Starship/We Are Young,3:29,Anthem Lights,Anthem Lights Covers
Stitches,3:19,Sam Tsui,Sam Tsui Covers Vol.3
I Am You,4:34,Kim Taylor,I Am You
Moshi Moshi,3:41,Poppy,Poppy.Computer
Counting Stars,4:16,OneRepublic,Native (Deluxe Version)
Young And Beautiful,3:56,Lana Del Rey,Young And Beautiful
Space,2:48,Famba,Space
Catching On,3:47,Elephante,Catching On
Talking to the Moon,3:27,Bruno Mars,It's Better If You Don't Understand
Never Be Alone / Hey There Delilah (Live At Madison Square Garden/ 2016 / Medley),6:11,Shawn Mendes,Live At Madison Square Garden
Jocelyn Flores,1:59,XXXTENTACION,17
Clear (Shawn Wasabi Remix),2:55,Shawn Wasabi,Clear (Shawn Wasabi Remix)
GQ,2:42,Lola Coca,GQ
I don't wanna see u anymore,2:33,NINEONE#乃万,I don't wanna see u anymore
Counting Sheep,2:53,SAFIA,Counting Sheep
I Will Be OK,2:41,FlyBoy,I Will Be OK
Lines,3:21,Bülow,Damaged Vol. 1
ＷＡＩＴＩＮＧ,2:3,TRA$H,ＷＡＩＴＩＮＧ
Staring at You,5:23,Diane Birch,Speak A Little Louder (Deluxe)
River,3:36,Bishop Briggs,River
Lifted,3:14,Allie X,CollXtion II
La La Land,3:34,Jax,La La Land
Warriors,2:51,Imagine Dragons,Warriors (Official Anthem of League of Legends 2014 World Championship)
Sing Me to Sleep,3:7,Alan Walker,Sing Me To Sleep
Legends Never Die - (Remix),2:47,英雄联盟,Legends Never Die (Remix)
Ignite,3:15,Zedd,Ignite (2016 League Of Legends World Championship)
You're Beautiful,3:32,James Blunt,So Beautiful 1
Safe and Sound,3:37,MADILYN,"The Covers, Vol. 1"
I Heart U,3:16,Kretsen,I Heart U
Where The Love Goes,3:4,Anjulie,Where The Love Goes
Don't Stop (TheFatRat Remix),3:44,TheFatRat,Don't Stop (TheFatRat Remix)
Lemon Tree,3:10,Fool's Garden,Die Ultimative Chartshow (Die Erfolgreichsten One-Hit-Wonder)
Rooftops (Aber),3:9,Tobtok,Rooftops (Aber)
Cry on My Shoulder,3:56,Deutschland sucht den Superstar,United
POP/STARS,3:11,K/DA,POP/STARS
RISE,3:12,英雄联盟,RISE
In the End,3:54,Tommee Profitt,IN THE END (Cinematic Cover)
All Time Low,3:20,Kurt Hugo Schneider,All Time Low
What Are You Waiting For?,3:38,Nickelback,What Are You Waiting For?
Breathe,3:28,Kenzie,Breathe
Shooting Stars,3:47,Bag Raiders,Shooting Stars EP
Gotta Have You,3:19,The Weepies,Say I Am You
New Soul,3:20,Vox Angeli,Irlande
Lone Ranger,3:9,Rachel Platten,Fight Song
Walk Away,4:14,Dia Frampton,Red
Heartbeats,3:55,Amy Diamond,Swings and Roundabouts
Are You With Me,2:18,Lost Frequencies,Are You With Me
Born for More,3:24,Jenna Davis,Born for More
Love You Like the Movies,3:48,Anthem Lights,Escape
In Between The Lines,3:51,Tyrone Wells,Remain
Heart Like California,3:40,Before You Exit,Heart Like California
Break Up In A Small Town,3:51,Sam Hunt,Montevallo
Shelter,3:38,Porter Robinson,Shelter
Dreaming Alone,2:56,Against the Current,Gravity
Break Again (Original Mix),6:0,Jack Howes,Break Again
Hall of Fame,3:21,The Script,#3 Deluxe Version
Trouble I'm In,3:20,Twinbed,In Your Eyes (Original Motion Picture Soundtrack)
Open Your Eyes (Deep Blue Songspell),3:15,Bea Miller,Open Your Eyes (Deep Blue Songspell)
Still Here,4:27,Digital Daggers,The Devil Within
Fetish,3:10,MADILYN,Fetish
Galway Girl,2:50,MADILYN,Galway Girl
Look4You,2:52,Alberto Ciccarini,Look4You
Heartbeat (Nightcore) [PØRPEL Remix],2:46,PØRPEL,Heartbeat (Nightcore) [PØRPEL Remix]
The Spook,4:2,KSHMR,The Spook
Cake by the Ocean,3:41,DNCE,Swaay
GDFR (feat. Sage the Gemini & Lookas),3:10,Flo Rida,GDFR (feat. Sage The Gemini & Lookas)
Legend,3:9,The Score,Myths & Legends
Friday Night,2:53,Vigiland,Friday Night
Pink Champagne,3:42,Nick Lopez,Pink Champagne
Fractures,4:5,ILLENIUM,Fractures
High On Life ,3:51,Martin Garrix,High On Life
Jumpshot,3:29,Dawin,Sunday
KinjaBang,1:46,TroyBoi,Left Is Right
Begin Again,2:44,Thomas Gold,Begin Again (Remixes)
Turnin',3:29,Young Rising Sons,Young Rising Sons
If I Die Young,3:43,The Band Perry,Double Cream 5: 20 Years of Nashville #1's 1992-2012
Pumped Up,2:57,Klingande,Pumped Up
Good Day,3:38,DNCE,DNCE
Palm Blvd,3:19,Jake Miller,2:00am in LA
Heathens,3:15,twenty one pilots,Heathens
Hustler,3:14,Zayde Wølf,Golden Age
King,3:18,Zayde Wølf,Rare Breed
Unbelievable,3:13,Owl City,Unbelievable
Locked Away,4:20,OutaMatic,Locked Away (Maddie Wilson & Madilyn Paige) [OutaMatic Remix]
The Saltwater Room,4:55,Owl City,Hot Air Balloon-single
Jumpsuit,3:58,twenty one pilots,Trench
Won't Let You Go,3:7,Julia Bergwall,Won't Let You Go
Run Free,2:50,Deep Chills,Run Free (feat. IVIE)
Mackenzie Ziegler-Breather（唇釉 Remix）,2:50,唇釉,Breathe
We Are The World (Demo),5:20,Michael Jackson,The Ultimate Collection
Leave a Light On,3:5,Tom Walker,Leave a Light On
Solo,3:42,Clean Bandit,Solo
2002,3:7,Anne-Marie,Speak Your Mind (Deluxe)
Aloha Heja He,4:3,Achim Reichel,Melancholie und Sturmflut (Bonus Tracks Edition)
Shotgun,3:21,George Ezra,Staying at Tamara's
Katchi,2:31,Ofenbach,Katchi
Legends Never Die（By Cool大魔王丶）,3:53,安约翰,Legends Never Die
Hear Me Now,3:12,Alok,Hear Me Now
Listen,3:38,ONE OK ROCK,Ambitions [日本盤]
Blow Your Mind (Mwah),2:58,Dua Lipa,Dua Lipa (Deluxe)
Here's To Never Growing Up,3:34,Avril Lavigne,Here's To Never Growing Up
Maps,3:10,Maroon 5,Maps
Die Young,3:31,Kesha,Die Young
The Show,3:55,Lenka,The Show
Light,4:0,San Holo,Light
Reminding Me,3:29,Shawn Hook,Reminding Me
Better Man,3:22,Robbie Williams,Sing When You're Winning
After the Afterparty,3:39,Charli xcx,After the Afterparty
Sparks (The Golden Pony Remix),3:41,Hilary Duff,Sparks (The Golden Pony Remix)
Summer Vibe (Pegato Remix),3:33,Pegato,Summer Vibe (Pegato Remix)
Holidays (Radio Edit),3:2,Remady,Kontor Top Of The Clubs - The Biggest Hits Of The Year Mmxiii
Telescope,2:55,Tim Legend,Telescope
Wannabe,3:37,Why Mona,Wannabe
Move Your Body,4:7,Sia,This Is Acting
Only My Railgun,4:17,fripSide,only my railgun
STYX HELIX,4:51,MYTH & ROID,STYX HELIX
Nom Nom Nom Nom Nom Nom Nom,1:2,Parry Gripp,Nom Nom Nom Nom Nom Nom Nom - Single
Legends Never Die,3:55,英雄联盟,Legends Never Die
Misfit,3:41,High Dive Heart,Misfit
Glad You Came,3:17,The Wanted,Battleground
Don't Wanna Know,3:34,Maroon 5,BRIT Awards 2017
Complicated,3:4,Dimitri Vegas & Like Mike,Complicated
Come And Get It (Razihel Remix),3:38,Krewella,Come & Get It (The Remixes)
My Songs Know What You Did In The Dark (Light Em Up),3:6,Fall Out Boy,Save Rock And Roll
Parties,2:49,Jake Miller,2:00am in LA
Toca Toca (Radio Edit),2:45,Fly Project,Toca Toca (The Remixes)
Wicked Wonderland (Radio Edit),3:37,Tungevaag,Wicked Wonderland
Like I Would (Tom Budin Remix),3:42,Tom Budin,Like I Would (Tom Budin Remix)
Pretty Girl (Cheat Codes X CADE Remix),3:13,Cheat Codes,Pretty Girl (Cheat Codes X CADE Remix)
Walls,3:38,Wingtip,Walls
Symphony,3:32,Zara Larsson,So Good
Time Bomb,2:36,Jo Cohen,Time Bomb
Remnants,5:25,NGC 3.14,「I am here」
Wild,3:35,Monogem,Wild
Be What You Wanna Be,3:30,Darin,Darin
That Girl,2:56,Olly Murs,24 HRS (Deluxe)
High On You,3:0,EDX,High On You
Good Together,3:25,SHY Martin,Good Together
Spin It (The Fidget Song),2:26,Emoj,Spin It (The Fidget Song)
Summertrain,4:31,Greyson Chance,Hold On ‘Til The Night
Signs,4:56,Feint,Cloudheaded Vol. 1
Mi Gente,3:29,J. Balvin,Mi Gente featuring Beyoncé
Send It (feat. Rich Homie Quan),3:1,Austin Mahone,Send It (feat. Rich Homie Quan)
Hold On (feat. Cheat Codes) [Radio Edit],2:58,Moguai,Hold On (feat. Cheat Codes)
Hold Us Together,3:41,WILD,Hold Us Together
Five Hundred Miles,3:27,Justin Timberlake,Inside Llewyn Davis: Original Soundtrack Recording
Kaleidoscope,3:34,Vicetone,Kaleidoscope
Way Back,3:28,Vicetone,Way Back
2017 End of the Year Mix,47:9,Vicetone,End of the Year Mix 2017
FRIENDS,3:22,Marshmello,FRIENDS
Revolution,3:51,The Score,Revolution
Let Her Go,2:19,Biscuits,Let Her Go (Cover)
One,3:16,Amy Diamond,One
Red Lights (feat. Natali Noor),2:59,Le Boeuf,Red Lights (feat. Natali Noor)
Don't Speak,3:27,Eastblock Bitches,Don't Speak
GHEN (cloudfield Remix),4:4,Erik,GHEN (cloudfield Remix)
About,3:44,Beatrich,About
Hold On To You (Extended Mix),4:57,Omnia,Hold On To You
Heaven,3:45,Avicii,Heaven
Fortune Cookie,3:1,Emma Bale,Fortune Cookie
HandClap,3:13,Fitz and The Tantrums,Fitz and The Tantrums (Deluxe Edition)
1-800-273-8255,3:36,Tiffany Alvord,1-800-273-8255
Story of My Life,4:4,One Direction,Story of My Life
Drag Me Down,3:12,One Direction,Drag Me Down
One Direction Medley,2:37,Anthem Lights,I (Heart) Boy Bands
Best of 2017 Medley,2:25,Anthem Lights,Best of 2017 Medley
Hero (feat. Christina Perri),3:17,Cash Cash,"Blood, Sweat & 3 Years"
Fire,3:48,Gavin DeGraw,Fire
Bloodstream,3:44,The Chainsmokers,Memories...Do Not Open
Wolves,3:17,Selena Gomez,Wolves
Kiss Fight (feat. gnash) [Ben Phipps Remix],2:40,Tülpa,Kiss Fight (feat. gnash) [Ben Phipps Remix]
Sucker for You,3:23,Matt Terry,Trouble
So Far Away,3:3,Martin Garrix,So Far Away
Don't Wanna Know/We Don't Talk Anymore,3:25,Sam Tsui,Sam Tsui Covers Vol.4
Waiting For Love (Live),4:34,Avicii,Waiting For Love
Pretty Girl (Ye Remix),3:6,Ye,Pretty Girl (Ye Remix)
Chasing All the Stars,3:23,Fleurie,Fear & Fable
Fight For Love,8:44,AnDyWuMUSICLAND,Fight For Love
HITS OF 2017,10:27,T10MO,HITS OF 2017
Shivers,2:55,Rachel Platten,Waves
Good Things,3:10,Beatrich,Good Things
Find You,3:33,HIDDN,Find You
Superstar,3:37,Beatrich,Superstar
Demons,2:57,Imagine Dragons,Night Visions (Deluxe)
What I Believe,3:19,Skillet,Rise (Deluxe Edition)
All You Are,5:30,Memtrix,Voodoo
Hurricane,5:19,Fleurie,Hurricane
Nevada,3:28,Vicetone,Nevada
Runaway,3:38,Sasha Alex Sloan,Runaway
It Won't Kill Ya (Nolan van Lith Remix),3:43,Nolan van Lith,It Won't Kill Ya (Nolan van Lith Remix)
This Town,3:22,Kygo,Stargazing
7 Years,3:57,Lukas Graham,Lukas Graham
Don't Put It On Me,3:15,Transviolet,Kaleidoscopes
All These Roads,4:10,Sultan + Shepard,All These Road
Shy Girl,3:44,Kedam,Shy Girl
Blue Sky,3:33,Feenixpawl,Blue Sky
Stuttering,3:9,Fefe Dobson,Joy
Let Me Know,3:41,习谱予,习谱予
forever,3:13,Streex,Forever
Quicksand (BEAUZ Dreamix),3:10,BEAUZ,Quicksand (BEAUZ Dreamix)
Home (Radio Edit),3:1,ThimLife,Home
Angel With A Shotgun,3:7,Young Nightcore,Angel With A Shotgun
EASE (Lontalius Remix),3:48,BROODS,Blue Neighbourhood (The Remixes)
Aftershock,3:18,Bodybangers,Aftershock
Raincheck,2:55,Hannah Jane Lewis,Raincheck
Monody (Radio Edit),4:12,TheFatRat,Monody (Radio Edit)
Unique,3:14,Headhunterz,Unique
Two of Us (VINAI Edit),3:9,Inquisitive,Two of Us (VINAI Edit)
L.I.F.E.,2:59,Remady,L.I.F.E.
Hypnotized,3:18,DEAMN,Hypnotized
Love Drunk,3:46,Gazzo,The Evolution
You & I (Klymvx Remix),2:42,Saint Michel,You & I
Rumors,3:6,Jake Miller,Rumors
There for You,3:41,Martin Garrix,Tomorrowland 2017: Amicorum Spectaculum
#0000FF,3:5,JasmineSokko楚晴,#0000FF
YOUTH,3:5,Troye Sivan,Blue Neighbourhood (Deluxe)
Overflow (feat. Helen Tess),3:36,smle,Overflow (feat. Helen Tess)
The Ocean,3:3,Mike Perry,Dream Dance Vol.81
Contact,2:21,Lulleaux,Contact
Soap,4:3,FRND,In Your Dreams
Summer Vibe,3:18,Walk off the Earth,Summer Vibe
Landslide,3:54,Vicetone,Landslide
Don't You,3:14,Wonderful Humans,Don't You
It Ain't Me,3:0,Alex Goot,"Alex Goot & Friends, Vol. 5"
Crime,2:55,Grey,Crime
Real Life,3:3,Gill Chang,Real Life
The Monster,4:10,Eminem,The Monster
Limitless (feat. Sophie Rose),3:30,SAM F,Limitless (feat. Sophie Rose)
Love Me Like You Do,4:10,Ellie Goulding,"Love Me Like You Do (From ""Fifty Shades of Grey"")"
Time Machine,3:32,Ingrid Michaelson,Lights Out
Gasoline,3:19,Halsey,BADLANDS (Deluxe Edition)
Lights,3:32,Ellie Goulding,Lights
Alone,2:38,Alan Walker,Alone
BEAUTIFUL WORLD,3:58,lasah,INNOCENCE
This Is What You Came For,3:42,Calvin Harris,This Is What You Came For
ALL WE KNOW,3:28,SHY,ALL WE KNOW (COVER BY SHY)
Glitter & Gold,2:56,Barns Courtney,The Dull Drums
Don’t Come Home,3:45,Navarra,Don’t Come Home
Come Back For You,3:21,Elephante,Come Back For You
Salt,3:16,RudeLies,Salt
Break the Rules,3:23,Charli xcx,Break the Rules
Rather Be,4:0,Clean Bandit,Rather Be
Take Me To Your Heart,3:58,Michael Learns To Rock,Take Me to Your Heart
Time (Official),3:56,MKJ,Time After Time
As Long As You Love Me,3:49,Justin Bieber,As Long As You Love Me
The Day You Went Away,3:42,M2M,The Day You Went Away: The Best of M2M
Please Don't Go,3:30,Joel Adams,Please Don't Go
Hello,4:55,Adele,Hello
Stay Here Forever,2:59,Jewel,Sweet And Wild
Roar,3:43,Katy Perry,Roar
Six Feet Under,3:11,Billie Eilish,Six Feet Under
I Hate Myself for Loving You,4:7,Joan Jett & the Blackhearts,Greatest Hits
Stronger (What Doesn't Kill You),3:41,Kelly Clarkson,Stronger (Japanese Edition)
Star Sky,5:30,Two Steps From Hell,Battlecry
I Really Like You,3:24,Carly Rae Jepsen,I Really Like You
Love The Way You Lie,4:23,Eminem,Life After Recovery
Boom Clap (From the Motion Picture Das Schicksal ist ein mieser Verräter),2:49,Charli xcx,The Fault In Our Stars: Music From The Motion Picture
Walk Away (feat. Kaptan),3:5,Lvndscape,Walk Away (feat. Kaptan)
Weight of the World/the End of YoRHa,5:39,YoRHa,NieR:Automata Original Soundtrack
Flashback,3:0,MIYAVI,SAMURAI SESSIONS vol.2
Why Would I Ever,3:22,Paula DeAnda,Why Would I Ever
Headlight,5:21,MONKEY MAJIK,Headlight
Stay,3:30,Zedd,Stay
Jar Of Love,3:52,曲婉婷,Everything In The World (白金庆功版)
i hate u i love u,3:43,Biscuits,i hate u i love u (Cover)
Beautiful Now,3:38,Zedd,True Colors
PLANET,4:3,ラムジ,3ラムジ
アイロニ,4:4,majiko,Contrast
Dark Side,3:24,Phoebe Ryan,Dark Side
Me and My Broken Heart,3:11,Push Baby,Me and My Broken Heart
Here With You,3:45,Asher Monroe,Here With You
Nothing on you,4:4,邓福如 AFÜ,Demo&成品合辑
Forgettable,3:14,Project 46,Beautiful
Save Me,3:4,DEAMN,Save Me
Faded,3:32,Alan Walker,Faded
If You Feel My Love (Chaow Mix),3:15,Blaxy Girls,If You Feel My Love
All We Know,3:14,The Chainsmokers,All We Know
Solo Dance,2:53,Martin Jensen,Solo Dance
Look At Me Now,3:17,Charlie Puth,Ego
Pop Love,5:27,Robin Skouteris,最新热歌慢摇58
East of Eden,3:6,Zella Day,East of Eden
Attention,3:28,Charlie Puth,Voicenotes
We Are Young (feat. Janelle Monáe),4:10,Fun.,Some Nights
Call Me Maybe,3:13,Carly Rae Jepsen,Call Me Maybe
Dehors(纯音乐),2:47,从和文,Dehors
Shootout,4:55,Izzamuzzic,Shootout
young luv,1:18,Rook1e,young luv
Tidal Wave,3:8,BlueLee,海 浪
Just because!,4:37,Discent,Just because!
I Took A Pill In Ibiza,3:8,Mark Neo,I Took A Pill In Ibiza
Take Me Hand,4:19,DAISHI DANCE,WONDER Tourism
봄의 태양,3:38,July,봄의 태양
紫陽花,3:55,glassmoon,RainDrops
未闻花名 (口琴版),5:48,V.A.,最新热歌慢摇95
nightfall (full ver),4:23,ginkiha,Ne/nuit
Dream It Possible,3:24,Delacey,Dream It Possible
Es rappelt im Karton,3:24,Pixie Paris,Es rappelt im Karton
toki,1:45,hideyuki hashimoto,home
アゲイン ~ Again（四月是你的谎言 BGM）（Cover 横山克）,2:10,Kyle Xian,《四月是你的谎言》钢琴合集
尽管我们手中空无一物(僕らの手には何もないけど、)（Cover RAM WIRE）,4:12,基瘾,这个毛毛很鱼
Home,3:22,mgk,Bright: The Album
云村的夏天,4:15,邱有句,云村的夏天
Halcyon Days,5:49,Zeraphym 六翼使徒,Halcyon Days
Glistening,2:55,CelDro,Glistening
Lifeline,5:13,Zeraphym 六翼使徒,生命线
Something Just Like This,4:7,The Chainsmokers,Something Just Like This
Fire,3:24,3LAU,Fire
Distance (Original Mix),3:53,Zero Venture,Distance
Champagne Ocean,3:0,Ehrling,Champagne Ocean
Don't You Worry Child,3:39,Swedish House Mafia,Electronic Dance Music Euphoria
This Is the Life,3:1,Angie Miller,Weathered
Return,3:45,Axel Wernberg,Return
Closer,4:4,The Chainsmokers,Closer
DOAR CU TINE,3:29,Activ,苏荷酒吧
Dreams (Original Mix),3:40,Cjbeards,Dreams
Vagrant,4:28,Feint,Vagrant
Think Again,3:35,Kate Havnevik,Me
Frontier (Cargo Remix),3:4,Cargo,Frontier (Cargo Remix)
Fragments Of The Past,4:33,CMA,Life
I Saw Him,3:21,Alyna,最新热歌慢摇76
Time to go home,4:8,Jacoo,Time to go home
The Garden of Escapism,3:56,Miro,The Garden of Escapism
Soulflare,5:10,Xeuphoria,Soulflare
Bring Back The Summer (Not Your Dope Remix),3:40,Not Your Dope,Bring Back The Summer (Not Your **** Remix)
Floating [Original Mix(Krewella's Alive Vocal)],4:34,Tobu,最新热歌慢摇81
Remembrance,4:52,Wisp X,Remembrance
"Afar, We Stand",3:18,Vexaic,"Afar, We Stand"
Search,4:52,Approaching Nirvana,Reboot
Shape of You,3:53,Ed Sheeran,Shape of You
New Beginning,4:45,Soulfy,New Beginning
Eutopia,4:52,Yooh,Eutopia
Pluto (Drop Tower Remix),3:15,Drop Tower,Pluto (Drop Tower Remix)
We Can't Stop,3:52,Miley Cyrus,We Can't Stop - Single
城南花已开,4:31,三亩地,城南花已开
デート2 (1n Cover),2:7,1n,Piano collection 1
Mine (Illenium Remix),4:9,ILLENIUM,Mine (Illenium Remix)
Aware,4:32,Kontinuum,Aware
On My Own,2:52,Ashes Remain,What I've Become
Love Yourself,3:53,Justin Bieber,Purpose (Deluxe)
Open Your Eyes,6:22,CMA,Open Your Eyes
Soaring (Original Mix),3:34,TomLeevis,Soaring
How to Love (feat. Sofia Reyes),3:39,Cash Cash,How to Love (feat. Sofia Reyes)
紅蓮の弓矢（Cover Linked Horizon）,5:16,Mr.mo,2014
Adagio for Summer Wind,2:21,清水淳一,クドわふたー オリジナル サウンドトラック
Love Story (Originally Performed By Taylor Swift),3:56,New Tribute Kings,"It's the Hits 2009, Vol. 10"
Maps,2:42,MADILYN,"The Cover Games, Vol. 1"
Astral Requiem,9:2,山下直人,最新热歌慢摇71
打上花火,4:49,Daoko,打上花火
夏の喚く,4:56,邱有句,夏の喚く
简单与秋夜,2:56,闫东炜,小清新与小情绪
那年夏天，阳光正好,2:23,忘乡,那年夏天，阳光正好
The Reluctant Heroes(Piano⩔chestral)（翻自 泽野弘之）,4:23,1n,Piano collection 1
夏恋,4:26,Otokaze,夏恋
An Old Song,4:13,MoreanP,An Old Song
Sky Mirrors,4:50,Jannik,云际
Lost In Dreamland,3:45,MoreanP,Lost In Dreamland
No Longer(Original Mix),4:3,Ellivs,No Longer
雪の笑顔,3:20,smile丶轩,初冬
A Story of Fate,3:33,Jannik,A Story of Fate
Forever 21 （Original Mix）,2:47,逆时针向,Forever 21（21岁生日纪念）
寄夏予你（off vocal),4:52,MoreanP,寄夏予你
飞舞吧，樱花！,2:57,余日秋山,飞舞吧，樱花！
Under The Welkin,4:53,MoreanP,Under The Welkin
Feeling The Rain,4:2,MoreanP,Feeling The Rain
忆夏思乡,4:23,MoreanP,忆夏思乡
葬花,3:55,THT,葬花
Letter,3:39,iris,YOUR FRIENDSHIP MEANS SO MUCH TO ME
Whether,3:30,化境,Whether
It's Your Birthday ,2:57,叁x,It's Your Birthday
初秋与七夕,2:40,闫东炜,小清新与小情绪
云村的告别,4:25,邱有句,云村的告别
When I see the light at that Time,4:29,Snigellin,When I see the light at that Time
Gypsophila,4:7,MoreanP,Gypsophila
A First Star,2:24,Really Slow Motion,Other Worlds
Everdream,8:33,Epic Soul Factory,Sigma
夏日,2:58,四季音色,春夏之交，轻旋淡律
失,4:10,十指流玉,失
初夏,3:5,Candy_Wind,初夏
春念,3:53,夏小舟,春念
春日,2:39,四季音色,春夏之交，轻旋淡律
她,4:43,闫月,月
寻,3:12,三亩地,寻
我的回忆不是我的,3:52,海鸣威,我的回忆不是我的
离歌,4:27,信乐团,天高地厚
水星,4:23,ラブリーサマーちゃん,LSC
Before Spring Ends,2:58,王OK,Before Spring Ends
"Run, Run, Run...",4:59,Emme Packer,Joy. The Machine.
A Great Escape,3:57,Satellite Stories,Pine Trails
Possible Deaths,2:9,Typhoon,White Lighter
Calendar Girl,4:7,Stars,Set Yourself on Fire
孤独患者,4:31,陈奕迅,？
My Love Mine All Mine,2:17,Mitski,The Land Is Inhospitable and So Are We
Booty Music,3:1,Deep Side,Git Fresh
王大力,3:23,曾雪雅,你会（爱）上我吗
吕梦江,4:42,南青乐队,我在三月的早晨看到了七月的黄昏
可能,3:29,曾雪雅,17
复写 (More),3:7,VH (Vast & Hazy),文明
Azure Skies,3:6,trxxshed,Azure Skies
春夜、雨を喜ぶ - メインテーマ (Piano & Strings),3:55,小瀬村晶,TBS系 火曜ドラマ 中学聖日記 オリジナル・サウンドトラック
time machine (feat. aren park),3:45,mj apanay,seen 11:23 pm
天国はまだ遠い,8:18,ラブリーサマーちゃん,LSC
太聪明,4:23,陈绮贞,Groupies吉他手
日久生情，与这波澜不惊,3:59,阿肆,日久生情，与这波澜不惊
囹圄,5:11,姜没,雨季
爱人呢,3:48,郭采洁,爱造飞鸡
Lets Escape,3:14,sohayl ryder,Lets Escape
麋鹿。,3:50,Quinn葵因,理想
unravel,4:0,TK from 凛として時雨,Fantastic Magic
